0.00230003,0.001036,0.0022248,0.00229998,0.00235289,0.00231881
0.00279835,0.00127401,0.00268644,0.00272256,0.00270885,0.00276241
0.00431399,0.00341432,0.00436311,0.00426783,0.00425171,0.00430145
0.00391222,0.00319236,0.00382228,0.00398065,0.00387747,0.00394628
0.0027862,0.00121489,0.00280093,0.00281161,0.00277872,0.00295252
0.00409377,0.00360987,0.00413869,0.00397658,0.00410285,0.00408209
0.00211035,0.0011112,0.00215248,0.00213753,0.00219351,0.0021094
0.00283786,0.00268566,0.00292048,0.00293211,0.00284349,0.00283773
0.00701705,0.00524307,0.00687813,0.00704654,0.00679762,0.00702702
0.0032031,0.00381752,0.00314797,0.00337778,0.00319723,0.00320108
0.00404497,0.00358828,0.00410329,0.0040852,0.0041327,0.0040505
0.00319752,0.00322547,0.00344016,0.00311454,0.00320171,0.00166003
0.00291336,0.00135228,0.00298432,0.0029483,0.00291079,0.00293767
0.00597225,0.00406292,0.00564444,0.00574456,0.00583511,0.00591311
0.00735475,0.00544244,0.00723463,0.00737656,0.00737686,0.00735864
0.00177675,0.00321867,0.00187424,0.00189311,0.00183245,0.00179135
0.00269321,0.00236938,0.00273886,0.0027352,0.00280087,0.00269445
0.00525813,0.00382831,0.00530388,0.00527676,0.00523012,0.00525506
0.00564359,0.00466725,0.00525293,0.00561134,0.0053624,0.00549238
0.00485266,0.00362814,0.00490275,0.00523241,0.00490397,0.00527785
0.00309719,0.00137321,0.00305068,0.00301355,0.00302337,0.00309029
0.00242524,0.00368235,0.002271,0.00242288,0.00236925,0.00241995
0.0067906,0.005257,0.00668622,0.00690105,0.00695725,0.00679159
0.00320421,0.00309148,0.00333162,0.00311323,0.00323104,0.00321633
0.00443972,0.00460736,0.00465826,0.00454498,0.00462093,0.00444765
0.00742291,0.00537923,0.0071343,0.0072968,0.0070579,0.00743426
0.00571429,0.00455153,0.0057654,0.00575421,0.00592619,0.00571472
0.00309556,0.00137527,0.00322224,0.00304208,0.00307717,0.00308398
0.0029352,0.00342651,0.00296031,0.002968,0.00297723,0.00299201
